State,County,Year,DayswithAQI,GoodDays,ModerateDays,UnhealthyforSensitiveGroupsDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,MaxAQI,Percentile90AQI,MedianAQI,DaysCO,DaysNO2,DaysOzone,DaysSO2,DaysPM25,DaysPM10
Ohio,Adams,1985,31,17,8,6,0,0,0,134,105,50,0,0,0,31,0,0
Ohio,Allen,1985,365,251,85,27,2,0,0,156,93,41,0,0,234,131,0,0
Ohio,Ashtabula,1985,365,227,91,39,8,0,0,200,105,44,0,0,170,195,0,0
Ohio,Belmont,1985,315,188,125,2,0,0,0,125,72,50,0,0,0,315,0,0
Ohio,Butler,1985,365,191,134,34,6,0,0,197,101,49,2,0,159,204,0,0
Ohio,Clark,1985,360,275,66,15,4,0,0,166,87,39,0,0,302,58,0,0
Ohio,Clermont,1985,363,170,130,55,7,1,0,221,115,52,0,0,171,192,0,0
Ohio,Columbiana,1985,347,170,95,70,12,0,0,194,123,54,0,0,0,299,0,48
Ohio,Cuyahoga,1985,365,28,111,185,41,0,0,200,153,109,0,10,26,329,0,0
Ohio,Franklin,1985,365,131,175,52,7,0,0,182,112,58,43,66,95,161,0,0
Ohio,Hamilton,1985,365,30,125,192,17,1,0,210,139,105,2,34,36,293,0,0
Ohio,Jefferson,1985,365,68,183,99,14,1,0,205,130,81,16,8,9,313,0,19
Ohio,Lake,1985,365,93,145,109,17,1,0,203,132,71,21,0,119,225,0,0
Ohio,Lawrence,1985,277,224,42,10,1,0,0,154,69,29,0,0,0,277,0,0
Ohio,Lorain,1985,365,194,119,48,4,0,0,200,109,48,0,0,115,247,0,3
Ohio,Lucas,1985,365,148,148,60,9,0,0,183,115,58,45,0,104,214,0,2
Ohio,Mahoning,1985,365,210,117,31,7,0,0,185,102,48,27,0,166,171,0,1
Ohio,Medina,1985,355,280,61,11,3,0,0,179,80,34,0,0,355,0,0,0
Ohio,Meigs,1985,342,220,61,42,19,0,0,200,125,29,0,0,0,342,0,0
Ohio,Montgomery,1985,365,221,123,17,4,0,0,164,87,45,31,104,124,104,0,2
Ohio,Noble,1985,18,14,4,0,0,0,0,57,54,40,0,0,0,0,0,18
Ohio,Portage,1985,361,270,54,26,11,0,0,200,101,38,0,0,361,0,0,0
Ohio,Preble,1985,350,280,55,13,2,0,0,161,77,35,0,0,350,0,0,0
Ohio,Richland,1985,299,256,39,4,0,0,0,132,56,20,0,0,0,299,0,0
Ohio,Scioto,1985,357,298,48,10,1,0,0,159,60,26,0,0,0,357,0,0
Ohio,Stark,1985,365,168,143,48,6,0,0,169,109,54,4,46,152,160,0,3
Ohio,Summit,1985,365,75,173,110,7,0,0,197,125,85,1,0,87,277,0,0
Ohio,Trumbull,1985,359,304,52,3,0,0,0,123,62,21,0,0,0,359,0,0
Ohio,Tuscarawas,1985,309,122,90,72,25,0,0,200,146,69,0,0,0,309,0,0
Ohio,Warren,1985,326,228,58,31,9,0,0,197,108,39,0,0,326,0,0,0
Ohio,Washington,1985,314,208,90,16,0,0,0,139,87,36,0,0,0,314,0,0
Ohio,Adams,1991,365,162,122,76,5,0,0,200,114,55,0,0,0,360,0,5
Ohio,Allen,1991,350,242,76,23,9,0,0,182,100,37,0,0,186,164,0,0
Ohio,Ashtabula,1991,365,216,96,37,15,1,0,202,115,44,0,0,170,195,0,0
Ohio,Athens,1991,20,20,0,0,0,0,0,47,40,19,0,0,0,0,0,20
Ohio,Belmont,1991,365,35,232,93,5,0,0,163,131,79,0,0,0,360,0,5
Ohio,Butler,1991,365,153,138,58,15,1,0,204,126,58,0,0,196,156,0,13
Ohio,Clark,1991,365,244,79,31,10,1,0,203,105,40,0,0,200,165,0,0
Ohio,Clermont,1991,365,184,141,34,6,0,0,172,102,50,0,0,106,251,0,8
Ohio,Clinton,1991,211,95,67,34,13,2,0,203,143,61,0,0,211,0,0,0
Ohio,Columbiana,1991,364,70,185,91,18,0,0,200,139,69,0,4,0,345,0,15
Ohio,Crawford,1991,354,241,62,29,22,0,0,197,122,36,0,0,354,0,0,0
Ohio,Cuyahoga,1991,365,67,145,123,30,0,0,200,141,91,7,29,52,253,0,24
Ohio,Fayette,1991,349,237,64,34,14,0,0,192,112,39,0,0,349,0,0,0
Ohio,Franklin,1991,365,225,102,30,6,2,0,210,101,46,72,0,156,99,0,38
Ohio,Greene,1991,60,58,2,0,0,0,0,51,38,21,0,0,0,0,0,60
Ohio,Hamilton,1991,365,37,79,132,112,5,0,219,195,122,2,19,30,310,0,4
Ohio,Hancock,1991,22,22,0,0,0,0,0,44,39,29,0,0,0,0,0,22
Ohio,Jackson,1991,39,38,1,0,0,0,0,53,45,30,0,0,0,0,0,39
Ohio,Jefferson,1991,365,58,133,136,37,1,0,222,154,96,7,10,73,238,0,37
Ohio,Knox,1991,213,152,43,12,6,0,0,174,100,42,0,0,213,0,0,0
Ohio,Lake,1991,365,156,111,81,17,0,0,197,125,60,17,0,115,232,0,1
Ohio,Lawrence,1991,360,231,79,36,10,4,0,228,115,40,0,0,178,167,0,15
Ohio,Licking,1991,210,102,55,38,14,1,0,201,143,54,0,0,210,0,0,0
Ohio,Logan,1991,211,98,67,30,15,1,0,204,140,58,0,0,211,0,0,0
Ohio,Lorain,1991,365,211,98,49,7,0,0,169,115,44,0,0,88,233,0,44
Ohio,Lucas,1991,365,239,87,33,5,1,0,204,102,44,67,0,133,152,0,13
Ohio,Madison,1991,201,103,68,25,5,0,0,166,119,50,0,0,201,0,0,0
Ohio,Mahoning,1991,365,194,117,39,13,2,0,204,114,49,0,0,149,152,0,64
Ohio,Medina,1991,193,107,41,26,18,1,0,210,150,49,0,0,193,0,0,0
Ohio,Meigs,1991,360,229,65,45,21,0,0,194,124,29,0,0,0,360,0,0
Ohio,Montgomery,1991,365,298,41,22,4,0,0,185,84,34,91,0,180,74,0,20
Ohio,Morgan,1991,352,206,62,57,27,0,0,200,137,37,0,0,0,352,0,0
Ohio,Noble,1991,60,53,6,1,0,0,0,107,53,29,0,0,0,0,0,60
Ohio,Ottawa,1991,56,56,0,0,0,0,0,49,43,21,0,0,0,0,0,56
Ohio,Pickaway,1991,328,272,52,4,0,0,0,120,57,28,0,118,0,210,0,0
Ohio,Portage,1991,202,99,44,37,22,0,0,195,154,54,0,0,202,0,0,0
Ohio,Preble,1991,214,95,72,33,12,2,0,209,136,58,0,0,214,0,0,0
Ohio,Richland,1991,94,92,2,0,0,0,0,59,37,23,0,0,0,0,0,94
Ohio,Sandusky,1991,173,156,17,0,0,0,0,65,50,28,0,0,0,0,0,173
Ohio,Scioto,1991,365,309,41,14,1,0,0,200,59,33,0,0,0,165,0,200
Ohio,Seneca,1991,24,23,1,0,0,0,0,76,38,21,0,0,0,0,0,24
Ohio,Stark,1991,365,192,112,43,16,2,0,228,126,47,7,8,177,141,0,32
Ohio,Summit,1991,365,87,142,108,26,2,0,215,143,80,0,0,124,241,0,0
Ohio,Trumbull,1991,189,175,14,0,0,0,0,66,48,26,0,0,19,0,0,170
Ohio,Tuscarawas,1991,300,136,94,62,8,0,0,192,123,59,0,0,0,300,0,0
Ohio,Union,1991,201,92,54,34,20,1,0,203,154,58,0,0,201,0,0,0
Ohio,Warren,1991,211,99,57,38,14,3,0,220,140,58,0,0,211,0,0,0
Ohio,Washington,1991,210,112,54,26,16,2,0,213,150,49,0,0,210,0,0,0
Ohio,Wyandot,1991,136,133,3,0,0,0,0,64,42,21,0,0,0,0,0,136
Ohio,Adams,1990,365,146,126,87,6,0,0,187,119,61,0,0,0,358,0,7
Ohio,Allen,1990,357,288,50,17,2,0,0,161,71,34,0,0,195,162,0,0
Ohio,Ashtabula,1990,362,248,90,21,3,0,0,172,92,41,0,0,169,193,0,0
Ohio,Belmont,1990,343,114,149,65,15,0,0,200,128,62,0,0,0,318,0,25
Ohio,Butler,1990,365,150,136,62,15,2,0,213,123,61,0,0,169,195,0,1
Ohio,Clark,1990,365,258,70,27,10,0,0,200,101,41,0,0,196,169,0,0
Ohio,Clermont,1990,342,184,109,43,6,0,0,169,108,47,0,0,135,207,0,0
Ohio,Clinton,1990,197,120,46,20,11,0,0,192,119,44,0,0,197,0,0,0
Ohio,Columbiana,1990,354,133,150,61,10,0,0,200,124,62,0,0,0,329,0,25
Ohio,Crawford,1990,329,247,55,24,3,0,0,169,93,38,0,0,329,0,0,0
Ohio,Cuyahoga,1990,365,32,170,150,13,0,0,185,131,94,3,15,26,299,0,22
Ohio,Fayette,1990,356,255,58,33,10,0,0,195,105,39,0,0,356,0,0,0
Ohio,Franklin,1990,365,235,98,28,4,0,0,192,93,44,64,0,137,137,0,27
Ohio,Greene,1990,111,108,3,0,0,0,0,59,26,15,53,0,0,0,0,58
Ohio,Hamilton,1990,365,93,126,123,21,2,0,209,139,85,1,78,48,230,0,8
Ohio,Huron,1990,211,165,32,13,1,0,0,151,90,39,0,0,211,0,0,0
Ohio,Jefferson,1990,365,56,159,115,27,8,0,240,148,87,29,4,23,276,0,33
Ohio,Knox,1990,212,158,40,11,3,0,0,166,87,40,0,0,212,0,0,0
Ohio,Lake,1990,365,138,134,82,10,1,0,219,117,66,16,0,88,261,0,0
Ohio,Lawrence,1990,363,250,83,20,9,1,0,203,90,39,0,0,75,179,0,109
Ohio,Logan,1990,203,140,31,19,13,0,0,190,119,43,0,0,203,0,0,0
Ohio,Lorain,1990,365,240,100,24,1,0,0,151,87,40,0,0,125,240,0,0
Ohio,Lucas,1990,365,224,103,35,3,0,0,159,101,43,65,0,149,144,0,7
Ohio,Mahoning,1990,365,234,104,24,3,0,0,172,97,43,0,0,124,166,0,75
Ohio,Medina,1990,208,157,35,15,1,0,0,156,93,41,0,0,208,0,0,0
Ohio,Meigs,1990,363,247,48,46,22,0,0,200,127,29,0,0,0,363,0,0
Ohio,Montgomery,1990,365,295,47,18,4,1,0,203,75,32,77,0,176,97,0,15
Ohio,Morgan,1990,362,205,82,53,22,0,0,200,136,40,0,0,0,362,0,0
Ohio,Noble,1990,56,49,7,0,0,0,0,58,52,25,0,0,0,0,0,56
Ohio,Ottawa,1990,45,44,1,0,0,0,0,58,39,22,0,0,0,0,0,45
Ohio,Pickaway,1990,365,317,44,4,0,0,0,145,57,26,0,108,0,257,0,0
Ohio,Portage,1990,212,137,42,26,7,0,0,185,122,44,0,0,212,0,0,0
Ohio,Preble,1990,202,175,22,5,0,0,0,147,61,34,0,0,202,0,0,0
Ohio,Richland,1990,73,71,2,0,0,0,0,57,39,20,0,0,0,0,0,73
Ohio,Sandusky,1990,117,107,10,0,0,0,0,70,49,24,0,0,0,0,0,117
Ohio,Scioto,1990,365,291,59,14,1,0,0,161,60,33,0,0,0,189,0,176
Ohio,Stark,1990,365,223,102,33,6,0,1,305,104,44,4,7,151,164,0,39
Ohio,Summit,1990,365,113,144,101,6,1,0,207,120,74,2,0,98,264,0,1
Ohio,Trumbull,1990,149,138,11,0,0,0,0,68,45,23,0,0,0,0,0,149
Ohio,Tuscarawas,1990,346,164,99,80,3,0,0,162,120,54,0,0,0,346,0,0
Ohio,Union,1990,213,144,44,19,6,0,0,169,105,44,0,0,213,0,0,0
Ohio,Warren,1990,213,123,46,28,13,3,0,215,133,47,0,0,213,0,0,0
Ohio,Washington,1990,106,68,21,14,3,0,0,172,112,42,0,0,106,0,0,0
Ohio,Wyandot,1990,75,70,5,0,0,0,0,60,44,21,0,0,0,0,0,75
Ohio,Adams,1984,357,238,71,45,3,0,0,163,110,29,0,0,0,357,0,0
Ohio,Allen,1984,359,262,66,26,5,0,0,200,94,37,0,0,230,129,0,0
Ohio,Ashtabula,1984,366,174,141,45,6,0,0,168,107,56,0,0,129,237,0,0
Ohio,Belmont,1984,283,143,105,34,1,0,0,171,107,50,0,0,0,283,0,0
Ohio,Butler,1984,366,175,122,56,9,4,0,203,114,52,3,0,198,165,0,0
Ohio,Clark,1984,329,262,49,18,0,0,0,147,74,33,0,0,329,0,0,0
Ohio,Clermont,1984,366,194,113,51,8,0,0,174,113,49,0,0,154,212,0,0
Ohio,Columbiana,1984,334,178,105,49,2,0,0,200,110,50,0,0,0,334,0,0
Ohio,Cuyahoga,1984,366,32,95,211,27,1,0,201,147,107,1,33,38,294,0,0
Ohio,Franklin,1984,366,119,164,62,21,0,0,184,128,65,73,52,65,176,0,0
Ohio,Hamilton,1984,366,45,144,147,29,1,0,202,146,100,4,64,43,255,0,0
Ohio,Jefferson,1984,366,94,125,113,34,0,0,200,150,81,26,16,2,322,0,0
Ohio,Lake,1984,366,90,162,87,25,2,0,216,133,77,26,0,88,252,0,0
Ohio,Lawrence,1984,302,236,48,17,1,0,0,166,71,29,0,0,0,302,0,0
Ohio,Lorain,1984,366,160,135,67,4,0,0,171,114,56,0,0,103,263,0,0
Ohio,Lucas,1984,366,171,136,53,6,0,0,192,105,52,43,0,87,236,0,0
Ohio,Mahoning,1984,336,169,126,38,3,0,0,200,107,50,14,127,67,128,0,0
Ohio,Medina,1984,358,292,46,15,5,0,0,172,80,31,0,0,358,0,0,0
Ohio,Meigs,1984,356,215,70,50,21,0,0,200,125,40,0,0,0,356,0,0
Ohio,Montgomery,1984,366,201,118,40,7,0,0,200,105,49,39,110,129,88,0,0
Ohio,Portage,1984,365,276,54,27,8,0,0,187,100,34,0,0,365,0,0,0
Ohio,Preble,1984,327,271,41,13,2,0,0,200,77,31,0,0,327,0,0,0
Ohio,Richland,1984,311,248,52,11,0,0,0,143,74,26,0,0,0,311,0,0
Ohio,Scioto,1984,317,247,59,10,1,0,0,157,72,29,0,0,0,317,0,0
Ohio,Stark,1984,366,171,151,39,5,0,0,190,105,54,5,55,115,191,0,0
Ohio,Summit,1984,366,64,164,129,9,0,0,182,128,87,4,0,75,287,0,0
Ohio,Trumbull,1984,281,219,47,14,1,0,0,165,80,21,0,0,0,281,0,0
Ohio,Tuscarawas,1984,304,113,90,54,47,0,0,200,167,75,0,0,0,304,0,0
Ohio,Warren,1984,328,251,43,26,8,0,0,187,101,34,0,0,328,0,0,0
Ohio,Washington,1984,362,157,111,80,14,0,0,176,125,61,0,0,0,362,0,0
Ohio,Adams,1992,366,177,110,66,13,0,0,200,117,54,0,0,0,361,0,5
Ohio,Allen,1992,364,300,47,15,2,0,0,174,71,31,0,0,198,149,0,17
Ohio,Ashtabula,1992,366,247,85,29,5,0,0,190,94,41,0,0,170,196,0,0
Ohio,Athens,1992,57,56,1,0,0,0,0,52,31,19,0,0,0,0,0,57
Ohio,Belmont,1992,366,139,110,91,26,0,0,200,141,66,0,0,0,360,0,6
Ohio,Butler,1992,366,186,152,23,5,0,0,166,90,50,0,0,182,169,0,15
Ohio,Clark,1992,366,284,67,13,2,0,0,179,74,38,0,0,198,168,0,0
Ohio,Clermont,1992,366,224,119,23,0,0,0,138,91,44,0,0,125,235,0,6
Ohio,Clinton,1992,209,125,69,14,1,0,0,154,90,44,0,0,209,0,0,0
Ohio,Columbiana,1992,366,159,101,92,14,0,0,200,128,55,0,65,0,249,0,52
Ohio,Crawford,1992,361,283,53,18,7,0,0,174,80,37,0,0,361,0,0,0
Ohio,Cuyahoga,1992,366,100,154,99,13,0,0,200,124,72,16,48,38,238,0,26
Ohio,Fayette,1992,357,286,56,13,2,0,0,159,77,37,0,0,357,0,0,0
Ohio,Franklin,1992,366,259,89,18,0,0,0,136,84,42,52,0,150,120,0,44
Ohio,Greene,1992,60,59,1,0,0,0,0,51,33,21,0,0,0,0,0,60
Ohio,Hamilton,1992,366,130,143,82,11,0,0,200,126,64,2,96,49,206,0,13
Ohio,Hancock,1992,56,56,0,0,0,0,0,44,39,26,0,0,0,0,0,56
Ohio,Jackson,1992,59,57,2,0,0,0,0,51,40,22,0,0,0,0,0,59
Ohio,Jefferson,1992,366,101,136,98,31,0,0,200,145,75,2,11,53,259,0,41
Ohio,Knox,1992,205,139,52,11,3,0,0,197,97,41,0,0,205,0,0,0
Ohio,Lake,1992,366,146,138,77,5,0,0,179,120,61,6,0,112,248,0,0
Ohio,Lawrence,1992,363,279,67,15,2,0,0,161,77,33,0,0,127,211,0,25
Ohio,Licking,1992,206,124,62,15,5,0,0,164,100,46,0,0,206,0,0,0
Ohio,Logan,1992,213,142,49,16,5,1,0,214,101,45,0,0,213,0,0,0
Ohio,Lorain,1992,366,237,100,28,1,0,0,159,92,41,0,0,125,216,0,25
Ohio,Lucas,1992,366,264,74,25,3,0,0,183,84,39,72,0,135,150,0,9
Ohio,Madison,1992,210,144,50,14,2,0,0,156,97,44,0,0,210,0,0,0
Ohio,Mahoning,1992,366,217,117,27,5,0,0,187,94,44,2,0,118,204,0,42
Ohio,Medina,1992,212,169,32,10,1,0,0,151,67,39,0,0,212,0,0,0
Ohio,Meigs,1992,364,246,74,31,13,0,0,200,108,27,0,0,0,364,0,0
Ohio,Montgomery,1992,366,336,26,3,1,0,0,154,48,29,96,0,163,79,0,28
Ohio,Morgan,1992,356,215,74,46,21,0,0,200,127,39,0,0,0,356,0,0
Ohio,Noble,1992,60,52,8,0,0,0,0,64,53,28,0,0,0,0,0,60
Ohio,Ottawa,1992,57,57,0,0,0,0,0,42,29,22,0,0,0,0,0,57
Ohio,Pickaway,1992,304,267,32,5,0,0,0,114,54,27,0,117,0,187,0,0
Ohio,Portage,1992,206,155,34,11,6,0,0,192,84,39,0,0,206,0,0,0
Ohio,Preble,1992,210,189,17,4,0,0,0,126,51,34,0,0,210,0,0,0
Ohio,Richland,1992,166,162,4,0,0,0,0,59,36,23,0,0,0,0,0,166
Ohio,Sandusky,1992,183,166,17,0,0,0,0,69,50,28,0,0,0,0,0,183
Ohio,Scioto,1992,366,316,41,8,1,0,0,166,55,30,0,0,0,163,0,203
Ohio,Seneca,1992,108,101,7,0,0,0,0,86,34,18,0,0,0,0,0,108
Ohio,Stark,1992,366,242,92,26,6,0,0,177,92,43,14,0,175,135,0,42
Ohio,Summit,1992,366,138,111,108,9,0,0,182,124,67,3,0,86,269,0,8
Ohio,Trumbull,1992,290,216,50,15,9,0,0,195,93,40,0,0,211,0,0,79
Ohio,Tuscarawas,1992,322,187,83,50,2,0,0,166,106,34,0,0,0,317,0,5
Ohio,Union,1992,214,142,52,16,4,0,0,182,97,44,0,0,214,0,0,0
Ohio,Warren,1992,214,144,54,14,2,0,0,166,93,44,0,0,214,0,0,0
Ohio,Washington,1992,207,141,50,12,2,2,0,210,100,44,0,0,207,0,0,0
Ohio,Wyandot,1992,148,138,10,0,0,0,0,73,41,21,0,0,0,0,0,148
Ohio,Allen,1986,354,294,51,9,0,0,0,118,67,33,0,0,191,163,0,0
Ohio,Ashtabula,1986,365,215,101,40,9,0,0,200,109,46,0,0,118,247,0,0
Ohio,Belmont,1986,75,27,45,3,0,0,0,110,94,60,0,0,0,75,0,0
Ohio,Butler,1986,303,144,106,47,5,1,0,225,115,51,0,0,204,99,0,0
Ohio,Clark,1986,363,248,81,27,5,2,0,218,97,43,0,0,235,121,0,7
Ohio,Clermont,1986,365,188,107,55,14,1,0,213,119,50,0,0,162,203,0,0
Ohio,Clinton,1986,182,112,40,23,7,0,0,192,115,45,0,0,182,0,0,0
Ohio,Columbiana,1986,354,181,92,72,9,0,0,200,123,50,0,0,0,282,0,72
Ohio,Cuyahoga,1986,365,54,163,136,11,1,0,205,125,85,3,21,44,289,0,8
Ohio,Franklin,1986,365,195,137,26,7,0,0,192,95,49,70,45,119,112,0,19
Ohio,Hamilton,1986,365,55,124,163,21,2,0,205,140,101,1,41,61,259,0,3
Ohio,Jefferson,1986,365,54,155,132,23,1,0,280,139,91,7,12,19,285,0,42
Ohio,Lake,1986,365,102,144,100,18,1,0,205,132,72,30,0,91,244,0,0
Ohio,Lawrence,1986,353,271,68,14,0,0,0,137,69,33,0,0,0,353,0,0
Ohio,Lorain,1986,365,199,127,34,5,0,0,191,103,47,0,0,83,272,0,10
Ohio,Lucas,1986,365,163,146,49,7,0,0,198,108,54,32,0,126,189,0,18
Ohio,Mahoning,1986,365,227,108,27,3,0,0,187,94,43,37,0,119,193,0,16
Ohio,Medina,1986,302,227,55,18,2,0,0,164,90,37,0,0,302,0,0,0
Ohio,Meigs,1986,353,240,66,35,12,0,0,200,110,26,0,0,0,353,0,0
Ohio,Montgomery,1986,365,236,97,23,7,2,0,217,93,44,80,39,171,69,0,6
Ohio,Noble,1986,49,43,6,0,0,0,0,57,52,31,0,0,0,0,0,49
Ohio,Portage,1986,295,196,61,33,5,0,0,192,112,42,0,0,295,0,0,0
Ohio,Preble,1986,290,218,50,22,0,0,0,150,90,38,0,0,290,0,0,0
Ohio,Richland,1986,329,297,28,4,0,0,0,122,50,19,0,0,0,329,0,0
Ohio,Sandusky,1986,23,22,1,0,0,0,0,57,43,22,0,0,0,0,0,23
Ohio,Scioto,1986,311,226,79,5,1,0,0,178,72,34,0,0,0,311,0,0
Ohio,Stark,1986,365,192,116,53,3,1,0,201,108,50,0,52,143,162,0,8
Ohio,Summit,1986,365,85,160,110,10,0,0,182,126,75,2,0,93,269,0,1
Ohio,Trumbull,1986,352,294,42,16,0,0,0,123,72,21,0,0,0,352,0,0
Ohio,Tuscarawas,1986,345,134,108,96,7,0,0,193,122,65,0,0,0,345,0,0
Ohio,Warren,1986,180,112,33,24,9,2,0,229,136,43,0,0,180,0,0,0
Ohio,Washington,1986,134,52,54,27,1,0,0,171,112,60,0,0,0,134,0,0
Ohio,Adams,1987,184,83,63,35,3,0,0,200,115,59,0,0,0,182,0,2
Ohio,Allen,1987,358,260,62,33,3,0,0,195,101,37,0,0,198,160,0,0
Ohio,Ashtabula,1987,361,232,83,35,10,1,0,218,107,41,0,0,160,201,0,0
Ohio,Belmont,1987,345,122,192,30,1,0,0,160,100,60,0,0,0,345,0,0
Ohio,Butler,1987,292,190,87,12,3,0,0,197,81,43,0,0,130,76,0,86
Ohio,Clark,1987,362,217,86,37,21,1,0,204,126,44,0,0,196,150,0,16
Ohio,Clermont,1987,355,163,124,54,11,3,0,209,115,58,0,0,155,200,0,0
Ohio,Clinton,1987,211,107,59,29,16,0,0,197,136,50,0,0,211,0,0,0
Ohio,Columbiana,1987,357,212,84,52,9,0,0,200,114,44,0,0,0,278,0,79
Ohio,Cuyahoga,1987,365,59,182,108,15,1,0,215,129,85,14,33,63,241,0,14
Ohio,Franklin,1987,365,149,158,49,8,1,0,220,108,55,65,0,100,182,0,18
Ohio,Hamilton,1987,365,65,152,110,33,5,0,236,153,89,1,69,83,211,0,1
Ohio,Jefferson,1987,365,52,150,123,35,4,1,377,157,94,14,8,22,276,0,45
Ohio,Lake,1987,365,111,136,105,11,2,0,235,130,74,31,0,83,251,0,0
Ohio,Lawrence,1987,311,183,108,18,2,0,0,151,85,43,0,0,0,311,0,0
Ohio,Lorain,1987,365,189,126,49,1,0,0,200,108,49,0,0,62,291,0,12
Ohio,Lucas,1987,365,151,135,70,7,2,0,212,118,57,43,0,98,220,0,4
Ohio,Mahoning,1987,363,224,101,31,7,0,0,197,101,44,23,0,127,202,0,11
Ohio,Medina,1987,200,143,39,14,4,0,0,200,100,39,0,0,200,0,0,0
Ohio,Meigs,1987,356,202,86,53,15,0,0,200,123,44,0,0,0,356,0,0
Ohio,Montgomery,1987,365,250,79,30,6,0,0,182,100,40,108,0,157,59,0,41
Ohio,Noble,1987,81,62,12,3,4,0,0,198,97,33,0,0,0,24,0,57
Ohio,Pickaway,1987,31,27,4,0,0,0,0,77,52,19,0,15,0,16,0,0
Ohio,Portage,1987,208,115,49,29,13,2,0,215,143,48,0,0,208,0,0,0
Ohio,Preble,1987,202,113,61,24,4,0,0,164,108,48,0,0,202,0,0,0
Ohio,Richland,1987,341,272,61,8,0,0,0,113,64,24,0,0,0,341,0,0
Ohio,Sandusky,1987,97,86,11,0,0,0,0,65,52,25,0,0,0,0,0,97
Ohio,Scioto,1987,359,258,84,16,1,0,0,161,75,36,0,0,0,359,0,0
Ohio,Stark,1987,365,197,122,29,16,1,0,214,108,48,6,0,165,182,0,12
Ohio,Summit,1987,365,149,119,83,13,1,0,215,125,64,82,0,86,185,0,12
Ohio,Trumbull,1987,365,287,67,11,0,0,0,119,75,26,0,0,0,365,0,0
Ohio,Tuscarawas,1987,311,130,82,89,10,0,0,200,122,60,0,0,0,311,0,0
Ohio,Warren,1987,208,111,59,22,15,1,0,210,140,48,0,0,208,0,0,0
Ohio,Adams,1993,365,168,124,66,7,0,0,200,111,54,0,0,0,358,0,7
Ohio,Allen,1993,364,262,76,22,4,0,0,166,87,39,0,0,200,141,0,23
Ohio,Ashtabula,1993,356,241,90,21,4,0,0,174,90,40,0,0,159,197,0,0
Ohio,Athens,1993,61,61,0,0,0,0,0,46,35,16,0,0,0,0,0,61
Ohio,Belmont,1993,364,140,126,82,16,0,0,200,127,64,0,0,0,350,0,14
Ohio,Butler,1993,365,188,122,42,12,1,0,205,108,49,0,0,191,155,0,19
Ohio,Clark,1993,365,262,81,19,3,0,0,200,84,40,0,0,200,165,0,0
Ohio,Clermont,1993,365,221,112,32,0,0,0,150,99,44,0,0,158,207,0,0
Ohio,Clinton,1993,205,102,71,25,7,0,0,190,122,51,0,0,205,0,0,0
Ohio,Columbiana,1993,365,177,117,62,9,0,0,200,114,52,0,155,0,165,0,45
Ohio,Crawford,1993,353,274,57,18,4,0,0,169,87,38,0,0,353,0,0,0
Ohio,Cuyahoga,1993,365,75,177,96,16,1,0,230,123,79,9,35,35,237,0,49
Ohio,Fayette,1993,362,259,72,23,8,0,0,187,97,37,0,0,362,0,0,0
Ohio,Franklin,1993,365,240,92,28,5,0,0,172,93,43,39,0,164,112,0,50
Ohio,Greene,1993,60,56,4,0,0,0,0,53,46,17,0,0,0,0,0,60
Ohio,Hamilton,1993,365,118,154,77,16,0,0,197,129,67,2,75,57,220,0,11
Ohio,Hancock,1993,61,61,0,0,0,0,0,44,37,30,0,0,0,0,0,61
Ohio,Jackson,1993,58,57,1,0,0,0,0,52,40,21,0,0,0,0,0,58
Ohio,Jefferson,1993,365,107,136,100,22,0,0,200,135,77,1,7,63,267,0,27
Ohio,Knox,1993,212,133,49,25,5,0,0,190,115,46,0,0,212,0,0,0
Ohio,Lake,1993,365,119,120,108,18,0,0,200,132,71,8,0,100,256,0,1
Ohio,Lawrence,1993,364,260,80,22,2,0,0,161,85,37,0,0,156,188,0,20
Ohio,Licking,1993,208,144,51,12,1,0,0,159,90,44,0,0,208,0,0,0
Ohio,Logan,1993,206,133,58,13,2,0,0,190,97,44,0,0,206,0,0,0
Ohio,Lorain,1993,365,235,96,32,2,0,0,166,97,42,0,0,156,180,0,29
Ohio,Lucas,1993,365,237,89,33,5,1,0,209,102,44,31,0,148,173,0,13
Ohio,Madison,1993,175,88,59,26,2,0,0,182,119,50,0,0,175,0,0,0
Ohio,Mahoning,1993,365,212,119,33,1,0,0,159,100,44,4,0,123,200,0,38
Ohio,Medina,1993,214,127,55,24,7,1,0,203,115,47,0,0,214,0,0,0
Ohio,Meigs,1993,343,238,53,40,12,0,0,200,116,30,0,0,0,343,0,0
Ohio,Miami,1993,197,131,52,11,3,0,0,161,93,44,0,0,197,0,0,0
Ohio,Monroe,1993,41,33,8,0,0,0,0,69,61,27,0,0,0,0,0,41
Ohio,Montgomery,1993,365,261,76,18,10,0,0,182,90,37,53,0,193,101,0,18
Ohio,Morgan,1993,357,210,69,46,32,0,0,200,144,40,0,0,0,357,0,0
Ohio,Noble,1993,135,129,6,0,0,0,0,100,45,25,0,0,84,0,0,51
Ohio,Ottawa,1993,58,57,1,0,0,0,0,53,35,19,0,0,0,0,0,58
Ohio,Pickaway,1993,365,317,41,7,0,0,0,114,56,26,0,162,0,203,0,0
Ohio,Portage,1993,208,135,51,16,6,0,0,182,105,44,0,0,208,0,0,0
Ohio,Preble,1993,214,148,52,14,0,0,0,129,93,43,0,0,214,0,0,0
Ohio,Richland,1993,164,155,9,0,0,0,0,57,41,24,0,0,0,0,0,164
